"cell_id","lat","long","proportion_cover","cell_category_all","pcoldq","pwarmq","amt","ts","arid","th","clay"
1,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
2,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
3,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
4,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
5,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
6,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
7,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
8,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
9,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
10,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
11,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
12,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
13,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
14,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
15,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
16,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
17,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
18,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
19,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
20,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
21,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
22,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
23,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
24,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
25,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
26,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
27,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
28,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
29,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
30,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
31,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
32,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
33,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
34,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
35,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
36,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
37,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
38,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
39,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
40,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
41,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
42,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
43,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
44,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
45,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
46,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
47,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
48,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
49,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
50,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
51,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
52,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
53,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
54,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
55,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
56,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
57,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
58,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
59,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
60,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
61,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
62,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
63,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
64,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
65,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
66,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
67,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
68,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
69,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
70,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
71,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
72,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
73,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
74,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
75,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
76,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
77,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
78,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
79,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
80,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
81,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
82,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
83,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
84,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
85,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
86,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
87,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
88,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
89,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
90,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
91,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
92,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
93,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
94,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
95,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
96,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
97,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
98,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
99,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
100,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
101,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
102,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
103,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
104,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
105,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
106,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
107,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
108,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
109,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
110,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
111,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
112,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
113,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
114,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
115,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
116,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
117,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
118,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
119,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
120,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
121,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
122,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
123,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
124,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
125,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
126,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
127,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
128,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
129,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
130,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
131,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
132,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
133,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
134,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
135,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
136,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
137,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
138,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
139,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
140,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
141,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
142,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
143,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
144,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
145,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
146,NA,NA,0.01,"land",NA,NA,NA,NA,NA,NA,NA
147,NA,NA,0.02,"land",NA,NA,NA,NA,NA,NA,NA
148,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
149,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
150,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
151,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
152,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
153,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
154,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
155,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
156,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
157,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
158,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
159,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
160,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
161,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
162,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
163,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
164,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
165,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
166,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
167,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
168,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
169,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
170,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
171,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
172,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
173,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
174,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
175,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
176,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
177,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
178,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
179,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
180,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
181,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
182,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
183,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
184,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
185,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
186,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
187,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
188,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
189,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
190,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
191,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
192,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
193,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
194,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
195,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
196,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
197,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
198,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
199,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
200,-10.01666669,142.05000025,0.03,"land",-0.141667205453164,2.86014301511969,1.23942494268271,-2.86280724047854,2.36167144224181,-0.513206069748483,NA
201,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
202,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
203,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
204,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
205,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
206,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
207,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
208,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
209,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
210,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
211,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
212,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
213,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
214,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
215,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
216,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
217,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
218,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
219,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
220,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
221,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
222,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
223,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
224,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
225,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
226,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
227,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
228,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
229,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
230,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
231,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
232,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
233,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
234,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
235,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
236,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
237,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
238,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
239,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
240,-10.85000003,130.38333349,0.01,"land",-0.656446313645384,2.23396872492674,1.29424094097646,-2.59184871039468,2.33602474830445,-0.746409265897355,-1.35107460516973
241,-10.85000003,131.21666683,0.01,"land",-0.713250465792045,1.28737349387984,1.34141952172827,-2.55605393327444,1.7466063854181,-0.882430224742924,-1.14257088578944
242,-10.85000003,132.05000017,0.07,"land",-0.754089213177247,2.31596439065717,1.32973921519721,-2.50103927271314,1.40891891283138,-0.775926858476124,-0.318313624261637
243,-10.85000003,132.88333351,0.03,"land",-0.733771698789125,2.26719514351864,1.33419853524349,-2.52369719225017,1.45897170472919,-0.750095057822447,-0.564943721835388
244,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
245,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
246,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
247,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
248,-10.85000003,137.05000021,0,"ocean",-0.301117836789254,1.50224360322388,1.34727563968336,-2.63130118843352,1.86366600009653,-0.706267724734059,-1.51971036270634
249,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
250,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
251,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
252,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
253,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
254,-10.85000003,142.05000025,0.22,"land",-0.42709698254151,3.10391321071563,1.21449889062493,-2.70580130157404,2.60459079245912,-0.58236186923787,-1.03467621799449
255,-10.85000003,142.88333359,0.2,"land",-0.194208987995981,3.20050391950135,1.1816952761175,-2.68736584684707,2.66953922729599,-0.597689878328182,-0.976082086529989
256,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
257,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
258,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
259,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
260,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
261,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
262,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
263,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
264,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
265,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
266,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
267,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
268,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
269,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
270,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
271,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
272,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
273,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
274,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
275,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
276,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
277,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
278,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
279,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
280,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
281,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
282,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
283,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
284,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
285,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
286,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
287,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
288,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
289,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
290,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
291,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
292,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
293,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
294,-11.68333337,130.38333349,0.41,"land",-0.709287257398102,2.11194376766515,1.29588957624166,-2.51259871157249,2.2479318931244,-0.585367395952127,-0.94944535178598
295,-11.68333337,131.21666683,0.48,"land",-0.721714853583364,1.48076130599955,1.29901011091301,-2.46321141317285,1.84387795258395,-0.466472074611394,-1.08234530690276
296,-11.68333337,132.05000017,0.14,"land",-0.767151666855497,1.99140993342278,1.3183921434538,-2.47968289541243,1.38414154375959,-0.672730305755427,-0.757332599816028
297,-11.68333337,132.88333351,0.61,"land",-0.794023194938561,1.6678443854055,1.37887718052361,-2.39523461304882,1.32900207411603,-0.606878875449721,-0.114472411260611
298,-11.68333337,133.71666685,0.35,"land",-0.792827092208758,1.44603387141666,1.36961451261385,-2.34522121358033,1.24234042807809,-0.597730487108797,-0.843094336607033
299,-11.68333337,134.55000019,0.07,"land",-0.794805068440122,2.22657770511689,1.27248803960913,-2.24791273866142,1.17636733767804,-0.71617635237348,-0.593155090463986
300,-11.68333337,135.38333353,0.04,"land",-0.714495525207159,2.76245050085079,1.28505472369275,-2.43376168261688,1.52830570636853,-0.725636886647611,-0.846084509016701
301,-11.68333337,136.21666687,0.09,"land",-0.535543755145931,2.10448330307309,1.2584809357889,-2.47160531296495,1.70202310799951,-0.675616288668361,-1.11140207144334
302,-11.68333337,137.05000021,0,"ocean",-0.481640025974261,1.66270799325956,1.27082411421873,-2.48271303083004,1.80949731071292,-0.568719192678607,-1.21963229692195
303,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
304,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
305,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
306,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
307,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
308,-11.68333337,142.05000025,0.54,"land",-0.550736549185832,3.19010349647567,1.1682462618674,-2.55131424229352,2.41370883634199,-0.467781605582913,-0.119614778218183
309,-11.68333337,142.88333359,0.54,"land",-0.293111375403878,3.1025472046923,1.0941786468067,-2.52609356649229,2.48420935541629,-0.374289324989458,-1.12558005992953
310,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
311,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
312,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
313,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
314,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
315,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
316,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
317,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
318,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
319,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
320,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
321,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
322,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
323,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
324,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
325,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
326,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
327,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
328,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
329,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
330,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
331,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
332,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
333,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
334,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
335,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
336,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
337,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
338,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
339,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
340,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
341,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
342,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
343,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
344,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
345,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
346,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
347,NA,NA,0,"ocean",NA,NA,NA,NA,NA,NA,NA
348,-12.51666671,130.38333349,0.25,"land",-0.769285541356058,2.0249410943411,1.33709196658453,-2.35861783889739,1.53649738766324,-0.763866203938503,0.0845641742459782
349,-12.51666671,131.21666683,0.8,"land",-0.78617941862011,1.58326704200331,1.31982177016085,-2.27629287050405,1.34239462537527,-0.654903834624239,0.686320422883645
350,-12.51666671,132.05000017,0.84,"land",-0.776137976072517,1.48727417908011,1.32867565207605,-2.16005187879155,1.18694812515012,-0.651852861506173,0.833909251969088
351,-12.51666671,132.88333351,1,"land",-0.803691397492894,1.237614367625,1.39966500516451,-2.26238696074434,1.27088248036276,0.601401289905398,0.125808184406191
352,-12.51666671,133.71666685,1,"land",-0.794620568666208,0.982103154338903,1.25191382701159,-2.14370971717576,1.19213537988856,0.878550766758025,-1.44884773615447
353,-12.51666671,134.55000019,0.99,"land",-0.780183626857312,1.23044157513356,1.2562494769275,-2.04196773024411,1.03898663206575,-0.033227827783169,-0.688018425795009
354,-12.51666671,135.38333353,0.91,"land",-0.727921416595159,2.16786039593626,1.20386685708982,-2.13864683728398,1.18582172139201,-0.291937784001955,-0.121827800777922
