"lat","long","cell_category","proportion_cover","cell_id","amt","arid","ts","pwarmq","pcoldq","th","clay"
-13.34999975,130.38333255,"land",0.83,402,1.27127577364886,1.09190565651257,-2.00758783121865,1.7310548498574,-0.828469164618013,-0.316211246914164,0.953455239051031
-13.34999975,131.21666585,"land",1,403,1.30839797365167,0.992519722454675,-2.00193870468662,1.25037905686592,-0.800760863384896,-0.0847545404917093,-0.476722106544087
-13.34999975,132.04999915,"land",1,404,1.40210769141777,0.961017961995553,-1.93544699127547,1.06993645859584,-0.743139371167826,0.176095680561256,-0.780250914715932
-13.34999975,132.88333245,"land",1,405,1.23124765760322,1.0484934817633,-1.81482693384801,1.19807939065158,-0.778160285013916,1.26627404246077,-1.33437599279849
-13.34999975,133.71666575,"land",1,406,1.08737016567606,0.924372959104405,-1.55702637490157,0.708919017058635,-0.788099204639857,0.13178370370982,-1.17726723649325
-13.34999975,134.54999905,"land",1,407,1.26575012344663,0.775646018381766,-1.49597032530655,0.602042638588673,-0.794255385950273,0.0303254917557753,-0.840184455147291
-13.34999975,135.38333235,"land",1,408,1.18839912010255,0.88994696313375,-1.59751046336521,1.39414228915604,-0.732648402888539,0.210949114584232,-0.824219819847181
-13.34999975,136.21666565,"land",0.41,409,1.22043214227251,1.06788516090485,-1.89098906858799,1.47855848893747,-0.677151963559982,-0.734180026992769,-0.0416562846411252
NA,NA,"ocean",0.01,410,1.2169570122634,1.10408737963838,-1.88506913114773,0.824726112987957,-0.707955909575126,-0.741619522877905,-1.12826283280385
-13.34999975,141.21666545,"land",0.06,415,1.19322506459921,1.61581813125551,-2.18825430244126,3.15198687171495,-0.815436801700358,-0.852745053770284,0.445789829855973
-13.34999975,142.04999875,"land",0.98,416,1.1373795498639,1.69973350363981,-2.16192027619218,3.11673483966877,-0.796040715782241,-0.50057891903284,0.577555437080393
-13.34999975,142.88333205,"land",1,417,1.00872999394196,1.681351930399,-2.10712341924418,2.7608966138353,-0.581300252239359,0.20029797585159,0.130289895561032
-13.34999975,143.71666535,"land",0.29,418,0.904034221641041,1.76559572162026,-2.18404162727847,3.13106442113158,-0.0661131845699408,1.42346767743024,-0.368988587241824
-14.18333305,125.38333275,"land",0.09,450,1.42309616275598,1.19333447199079,-1.99994558034698,0.895979565396994,-0.70771994554176,-0.243968145889923,-0.488706986578813
-14.18333305,126.21666605,"land",0.48,451,1.3012006792718,0.930766808842113,-1.70996543458133,0.481942140427282,-0.763475393620903,0.218209762127536,-0.630020245876976
-14.18333305,127.04999935,"land",0.84,452,1.31112570097464,0.773373970365923,-1.59403309749605,0.390619749685994,-0.762454700746757,0.272533688992519,-0.718683531452953
-14.18333305,127.88333265,"land",0.24,453,1.42283652919192,0.620154085572046,-1.60631703634863,0.372960482406456,-0.755101407850364,0.139058374550151,-1.17021426542907
-14.18333305,129.54999925,"land",0.48,455,1.31106225499104,0.655808745819895,-1.86728053486833,1.17369063908929,-0.760285702118429,-0.521141587291056,0.0598143300650627
-14.18333305,130.38333255,"land",1,456,1.21433907799006,0.763641728618752,-1.82219101302813,1.05246149828059,-0.793267006120108,0.898758998690014,-0.4843621433047
-14.18333305,131.21666585,"land",1,457,1.29366050659762,0.656422278709111,-1.61033778183325,0.922441295289607,-0.808331851622961,0.352005697024356,-0.0929045780780135
-14.18333305,132.04999915,"land",1,458,1.34044944465375,0.582901507832529,-1.5676360102079,0.77202914176091,-0.796990241147326,0.119727909459426,-0.600815381430584
-14.18333305,132.88333245,"land",1,459,1.23989521017542,0.56571953525503,-1.46289228347414,0.800560619861787,-0.780514996951605,0.10754310087639,-1.09433149756063
-14.18333305,133.71666575,"land",1,460,1.30993372643182,0.45544564484363,-1.28515353634627,0.397645455161873,-0.781747994405938,0.438879953696299,-0.711143863427214
-14.18333305,134.54999905,"land",1,461,1.35475448908204,0.42221430872192,-1.2705268908782,0.853226429911365,-0.806897210265876,-0.12578253480488,-0.678639540040714
-14.18333305,135.38333235,"land",0.92,462,1.23580766893461,0.596896800465071,-1.27768179197748,0.909259167184888,-0.761611209453313,-0.42952013674722,-0.680532792091697
NA,NA,"ocean",0.24,463,1.18966623988834,1.02038969372211,-1.61503220378412,1.28171010075221,-0.719385217126711,-0.39677002626238,-0.92655475473426
NA,NA,"ocean",0.13,464,1.21337883877739,1.17805921780254,-1.71251611079087,0.95518960272914,-0.698768822534946,-0.36933977321556,-1.30433166096723
-14.18333305,141.21666545,"land",0.11,469,1.222660401214,1.35565257579483,-2.0970826516388,2.47153848004293,-0.812832112901938,-0.941870147949053,1.25688393963822
-14.18333305,142.04999875,"land",1,470,1.15521237096853,1.224955683903,-1.97628439733784,2.6679500417221,-0.783104401417514,-0.318364130836181,-0.437956097262542
-14.18333305,142.88333205,"land",1,471,1.01028689538331,1.03713992631528,-1.97007936687248,2.39690327984993,-0.728542817857489,0.357527866174354,-0.298308976373309
-14.18333305,143.71666535,"land",0.55,472,0.960788228864819,1.12085112681201,-2.01189850367562,2.45905766843841,-0.631127323341079,1.35148479407375,-0.0708018679873876
