"AEM","Ancient","C3_AEM","C3_recent","Early","Early_endemic","Early_native","Homegrown_C4s","Mid","Mid_endemic","Mid_native","Recent","lat","long","cell_category","proportion_cover","cell_id","amt","arid","ts","pwarmq","pcoldq","th","clay"
2.06901232306116,NA,1.39772873968839,NA,NA,NA,NA,NA,NA,NA,NA,3.32319982330299,-13.34999975,143.71666535,"land",0.29,418,0.904034221641041,1.76559572162026,-2.18404162727847,3.13106442113158,-0.0661131845699408,1.42346767743024,-0.368988587241824
2.07806557592266,NA,NA,NA,NA,NA,NA,1.24789400288381,1.59045897382837,1.24789400288381,NA,3.37427141341746,-14.18333305,125.38333275,"land",0.09,450,1.42309616275598,1.19333447199079,-1.99994558034698,0.895979565396994,-0.70771994554176,-0.243968145889923,-0.488706986578813
NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4051416744334,NA,3.91716972671053,-14.18333305,126.21666605,"land",0.48,451,1.3012006792718,0.930766808842113,-1.70996543458133,0.481942140427282,-0.763475393620903,0.218209762127536,-0.630020245876976
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.18333305,127.04999935,"land",0.84,452,1.31112570097464,0.773373970365923,-1.59403309749605,0.390619749685994,-0.762454700746757,0.272533688992519,-0.718683531452953
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.18333305,127.88333265,"land",0.24,453,1.42283652919192,0.620154085572046,-1.60631703634863,0.372960482406456,-0.755101407850364,0.139058374550151,-1.17021426542907
2.82796425626176,NA,NA,NA,NA,NA,NA,1.88631175435603,2.6554929750229,NA,1.35763767346086,2.20265423076163,-14.18333305,129.54999925,"land",0.48,455,1.31106225499104,0.655808745819895,-1.86728053486833,1.17369063908929,-0.760285702118429,-0.521141587291056,0.0598143300650627
2.9660974872856,NA,NA,0.415415429519012,NA,NA,NA,2.43790242126158,2.80952312683545,2.30488242844588,1.90583191130687,3.88302662739391,-14.18333305,130.38333255,"land",1,456,1.21433907799006,0.763641728618752,-1.82219101302813,1.05246149828059,-0.793267006120108,0.898758998690014,-0.4843621433047
2.67807198858873,NA,NA,NA,NA,NA,NA,2.31144569647134,2.60896624568633,2.41179820327556,1.28232177602775,3.68875441959457,-14.18333305,131.21666585,"land",1,457,1.29366050659762,0.656422278709111,-1.61033778183325,0.922441295289607,-0.808331851622961,0.352005697024356,-0.0929045780780135
2.85341958781624,1.14071344822832,1.76112838568544,0.41409444237006,NA,NA,NA,2.19966607365758,2.6610284632658,2.2639482395129,1.62452359193706,4.04777693439885,-14.18333305,132.04999915,"land",1,458,1.34044944465375,0.582901507832529,-1.5676360102079,0.77202914176091,-0.796990241147326,0.119727909459426,-0.600815381430584
2.39589324163388,0,0.791634135052641,0.393392522369361,NA,NA,NA,2.01995690901469,2.29293874444462,2.01490302054226,1.18325979485831,3.69441411264733,-14.18333305,132.88333245,"land",1,459,1.23989521017542,0.56571953525503,-1.46289228347414,0.800560619861787,-0.780514996951605,0.10754310087639,-1.09433149756063
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.02469078043956,-14.18333305,133.71666575,"land",1,460,1.30993372643182,0.45544564484363,-1.28515353634627,0.397645455161873,-0.781747994405938,0.438879953696299,-0.711143863427214
2.97639656680498,NA,NA,NA,NA,NA,NA,2.67476913443926,2.96908029035291,2.85301598015216,1.24415460220379,4.34445460137362,-14.18333305,134.54999905,"land",1,461,1.35475448908204,0.42221430872192,-1.2705268908782,0.853226429911365,-0.806897210265876,-0.12578253480488,-0.678639540040714
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.18333305,135.38333235,"land",0.92,462,1.23580766893461,0.596896800465071,-1.27768179197748,0.909259167184888,-0.761611209453313,-0.42952013674722,-0.680532792091697
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ocean",0.24,463,1.18966623988834,1.02038969372211,-1.61503220378412,1.28171010075221,-0.719385217126711,-0.39677002626238,-0.92655475473426
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ocean",0.13,464,1.21337883877739,1.17805921780254,-1.71251611079087,0.95518960272914,-0.698768822534946,-0.36933977321556,-1.30433166096723
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.18333305,141.21666545,"land",0.11,469,1.222660401214,1.35565257579483,-2.0970826516388,2.47153848004293,-0.812832112901938,-0.941870147949053,1.25688393963822
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.10319553637653,-14.18333305,142.04999875,"land",1,470,1.15521237096853,1.224955683903,-1.97628439733784,2.6679500417221,-0.783104401417514,-0.318364130836181,-0.437956097262542
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.65842022696584,-14.18333305,142.88333205,"land",1,471,1.01028689538331,1.03713992631528,-1.97007936687248,2.39690327984993,-0.728542817857489,0.357527866174354,-0.298308976373309
2.9387914645154,NA,2.22191723127832,NA,NA,NA,NA,2.01236646575141,2.58475200201879,1.80566239258019,1.98444382616648,3.9990993763892,-14.18333305,143.71666535,"land",0.55,472,0.960788228864819,1.12085112681201,-2.01189850367562,2.45905766843841,-0.631127323341079,1.35148479407375,-0.0708018679873876
3.14333296708763,NA,2.53290286017602,NA,NA,NA,NA,NA,NA,NA,NA,4.40479059432354,-14.18333305,144.54999865,"land",0.25,473,1.03550509896102,1.24637745647476,-2.16097655785476,3.25934928855054,-0.501490963712172,0.54194420939466,-0.270738477058978
2.72103224185224,NA,NA,NA,NA,NA,NA,NA,2.69974920324472,NA,NA,3.63034955803237,-15.01666635,124.54999945,"land",0.11,503,1.3806534995617,1.25668428586853,-2.06765369066522,2.07073847526722,-0.672070041218573,-0.195927613781324,-0.484034486827625
2.37080436261419,NA,1.23837424486464,NA,NA,NA,NA,1.42310835722271,2.06331218737162,1.64016111171175,NA,3.6347664395334,-15.01666635,125.38333275,"land",0.76,504,1.21706365551242,1.35306111866234,-1.78307800778347,0.767518941336826,-0.675512394454214,0.840874112068914,-0.453282133222636
2.3053811681231,NA,NA,NA,NA,NA,NA,1.75267207721438,1.91028298835382,1.87579420167836,NA,3.92616260448701,-15.01666635,126.21666605,"land",0.99,505,1.03453316048897,1.21421769579717,-1.3259223882477,0.988899916519398,-0.764155112949973,0.556794128475974,-0.448322890528972
2.63052096726414,NA,NA,NA,NA,NA,NA,2.10474371524358,2.41885585700037,1.80648390158934,NA,3.48474159538163,-15.01666635,127.04999935,"land",1,506,1.20229109068021,0.743471580579162,-1.25287727058213,0.609244480720116,-0.799582955729936,0.424029897802332,-1.0350094838964
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.42959046654552,-15.01666635,127.88333265,"land",0.85,507,1.47939434883523,0.369172922736716,-1.46016989227492,0.247702809374168,-0.76563118330735,0.730917782116897,-1.20041019496353
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-15.01666635,128.71666595,"land",0.71,508,1.49048299687544,0.211570826240519,-1.49296778489192,0.361132535471323,-0.776148401337487,-0.336207168753535,-0.345694858044041
2.88301140519782,NA,NA,NA,NA,NA,NA,2.30757265348368,2.88301140519782,2.40197784377964,NA,4.04106686226668,-15.01666635,129.54999925,"land",0.73,509,1.4090368027748,0.325890517023463,-1.67406502673165,0.454828875915544,-0.775869269179023,0.267185955976264,0.111608427463497
3.08190993479782,NA,1.50207543317843,NA,NA,NA,NA,NA,3.29646630484259,2.94974068091567,NA,4.06892417600592,-15.01666635,130.38333255,"land",1,510,1.30008025019985,0.408960864833918,-1.57313594354991,0.585588966864209,-0.810031370620084,0.615147872062043,-0.476796795507246
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.01533745348646,-15.01666635,131.21666585,"land",1,511,1.26569927666545,0.381823441954572,-1.38335781135517,0.468330976110845,-0.819190836575352,0.0654364755997477,0.0469798413118856
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.96300128209369,-15.01666635,132.04999915,"land",1,512,1.23969632276586,0.257026318364321,-1.21141892202347,0.504326316243944,-0.803902311249998,-0.274587775524826,0.0346572069915459
2.47502464736516,NA,NA,NA,NA,NA,NA,0.855266029225433,2.39077909744315,1.85159945161846,1.5299617175407,3.72891711402459,-15.01666635,132.88333245,"land",1,513,1.24020569052066,0.169803506719346,-1.10620344598344,0.461760527837481,-0.783123137728869,-0.599732692847493,0.11775729646314
2.00323523008326,NA,NA,NA,NA,NA,NA,1.26469155497699,1.88160019298709,1.53082755889627,0.814479420113286,3.16268638614389,-15.01666635,133.71666575,"land",1,514,1.4164320846212,0.137985897436276,-1.11781260974539,0.79462270548958,-0.808526880546464,-0.30677261032685,-0.174069544413218
2.23719283431663,NA,NA,NA,NA,NA,NA,1.38804282403794,2.16733790428175,1.46902571043005,1.35583518313026,3.9869263743222,-15.01666635,134.54999905,"land",1,515,1.40895175815849,0.145400097998624,-1.05189690509363,1.06555185291753,-0.795899384307436,-0.395652130067235,-0.518646466596415
2.05898367690288,NA,NA,NA,NA,NA,NA,1.38253728591742,1.98609196329234,1.39103312875538,1.16377558419514,4.02023147444845,-15.01666635,135.38333235,"land",0.78,516,1.28555426975778,0.296089995203386,-1.14303350977855,1.04085243961645,-0.798017617304715,-0.554926275064807,-0.717322590602107
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-15.01666635,136.21666565,"land",0.08,517,1.21845766726539,0.464874171825652,-1.17573801932375,1.08379083210227,-0.795849296462188,-0.8382598857751,-1.030920916039
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-15.01666635,141.21666545,"land",0.06,523,1.22761323767785,1.03370155547404,-1.97467996630179,2.26005174872788,-0.805288467278651,-0.945353265580487,1.66146761136469
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.42916915929634,-15.01666635,142.04999875,"land",1,524,1.24478190082658,0.92402826464367,-1.83880265301547,1.1957592129805,-0.796965184089318,-0.610591000141327,-0.333049442050749
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8055507778907,-15.01666635,142.88333205,"land",1,525,1.17177942220192,0.770694741119483,-1.81843844175325,2.03174102169516,-0.758730914033422,-0.314297921949154,-0.883112763698584
2.70564729966085,NA,1.19392245402282,0.862889906859731,NA,NA,NA,1.95797987852683,2.67704100163637,2.03861952480784,1.92234902330908,4.05227178367826,-15.01666635,143.71666535,"land",1,526,1.02101556621165,0.72183444662848,-1.83254027435778,2.02636039838096,-0.705566499207771,0.0982559843032868,-0.965446116121806
3.00360127886417,NA,2.55575332365295,NA,NA,NA,NA,1.95812100159819,2.76095883022478,2.19999846195083,1.93513807961634,4.1589455470765,-15.01666635,144.54999865,"land",0.99,527,0.992039200541992,1.13609935183934,-1.97275440736117,3.02705373094556,-0.466389729621635,0.192097014937923,-0.471251357617879
2.88323522781255,NA,2.3579252111269,1.18049946102778,2.06331218737162,NA,1.72579773188692,1.91912607354475,2.46189389564702,1.91338696072758,1.56045776306317,3.90526015279365,-15.01666635,145.38333195,"land",0.28,528,0.860192147035606,2.26513704825389,-2.0030499632411,4.44444762911028,0.249940793186665,0.691644478496522,-0.314879131985463
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-15.84999965,123.71666615,"land",0.06,556,1.40589105191455,0.43701524473149,-2.16991628411234,1.36030600060566,-0.597389310899198,-0.0521419609272177,-0.492375624881108
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-15.84999965,124.54999945,"land",0.56,557,1.28559701705169,0.926758500532488,-1.80258770900746,1.94362747220433,-0.645976275676908,0.597677717032937,-0.34417304865716
2.1346397580971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.36321856264774,-15.84999965,125.38333275,"land",0.99,558,1.01497559856795,0.973717017448605,-1.45001354938538,0.917332572249528,-0.681977630327235,1.38458579481272,-0.495254893115892
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.93003973300784,-15.84999965,126.21666605,"land",1,559,0.856944702613003,0.842324487958318,-0.955806383380654,0.717100156194153,-0.77598958929401,0.378936720697038,-0.770192017559867
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-15.84999965,127.04999935,"land",1,560,1.13011295987074,0.482922676051279,-0.930286218067966,0.408591008754568,-0.81616288367985,0.183644455553706,-0.985846823173174
2.83380141986349,NA,0.596085499243237,NA,NA,NA,NA,2.20530296514215,3.20368093264174,2.59577692789016,NA,3.9649000479235,-15.84999965,127.88333265,"land",1,561,1.4294034134795,0.147429174202347,-1.31892107483592,0.269226157663286,-0.804734133068535,1.50286662750489,-1.10399945283611
2.72700277455488,NA,1.07124106116099,NA,NA,NA,NA,2.08604474870988,2.68375753198417,2.35953241523675,1.35299606487276,4.02229342195333,-15.84999965,128.71666595,"land",1,562,1.50623154992333,0.0457419831966481,-1.25900056339406,0.270611975028288,-0.80499804394433,0.652305504802267,-0.267166116138097
2.4837393071282,NA,NA,NA,NA,NA,NA,1.86485501247925,2.36743607246398,1.8525409301204,1.57173605713388,3.71603249442906,-15.84999965,129.54999925,"land",1,563,1.43157317612406,0.139223934728951,-1.26679134828111,0.226169485708117,-0.799184612082871,0.442704277811204,-0.37190093450458
2.46928527986352,NA,1.03211626952036,NA,NA,NA,NA,1.53729722399626,2.3912367947779,1.97296928496993,1.25504604514938,3.60223165570821,-15.84999965,130.38333255,"land",1,564,1.35176352842289,0.142204045038186,-1.20737027147975,0.377336917776045,-0.789495285764457,0.673546627011251,-0.196508267787985
2.33456812037399,NA,NA,NA,NA,NA,NA,1.82454926128736,2.254654516015,1.93542682564887,NA,3.98978001243231,-15.84999965,131.21666585,"land",1,565,1.37997404257429,0.0956718913378339,-1.09264971707919,0.418881037577365,-0.798990145353792,0.162984992342845,0.311660464932697
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-15.84999965,132.04999915,"land",1,566,1.17859154096509,0.074369933514337,-0.943878398825313,0.32199580663656,-0.788560892361432,-0.499998012504314,0.977592831662407
1.86345979877986,NA,NA,NA,NA,NA,NA,NA,1.86345979877986,NA,NA,3.20396517805882,-15.84999965,132.88333245,"land",1,567,1.13358584002228,0.0399915292114275,-0.837631753947674,0.709653774822461,-0.786804502406902,-0.627052367066786,0.948000333238221
2.40811558665169,NA,NA,NA,NA,NA,NA,NA,2.33000567669318,1.88418668686751,NA,3.32905672739149,-15.84999965,133.71666575,"land",1,568,1.20392403730757,0.0247590711946276,-0.884604757414963,1.09753006125781,-0.760402459917349,-0.411000218224619,0.498799842682617
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-15.84999965,134.54999905,"land",1,569,1.2470565068341,0.039309042898258,-0.876513388899132,1.0343969456868,-0.763007290577913,-0.203530156146764,-0.515825870111245
